Days,Show (MG8),Media Views,Play Duration - Decimal (minutes),Media Views
2021-01-18,Collection Lockdown (2nd Wave) - Zoom sur le cirque,13,92,13
2020-12-31,La Via Svizzera,13,92,13
2021-01-02,Collection Lockdown (2nd Wave) - Alien Sexting,13,92,13
2020-12-20,Cuntrasts - La princessa da Samedan,13,92,13
2020-11-11,NETZ NATUR - Wahrheiten über Märchentiere,13,91,13
2021-03-01,Il Demolitore di Camper,13,91,13
2020-11-08,Talenta – Schule für Hochbegabte,13,91,13
2020-12-16,Bon Voyage,13,90,13
2021-01-17,Ti tradisco,13,90,13
2021-01-31,Tutti giù,13,89,13
2021-01-31,L’appel aux arbres,13,88,13
2020-11-09,Il granito di Egon,13,87,13
2020-12-20,La Svizzera dei misteri,13,87,13
2021-01-16,Collection Lockdown (2nd Wave) - Stille Nacht auf Knopfdruck,13,87,13
2020-11-24,La Svizzera dei misteri,13,86,13
2020-12-19,L eredità del ghiaccio,13,86,13
2021-01-06,Bâtards,13,86,13
2020-11-21,Violino... ai funghi,13,85,13
2020-12-23,Konzert Jack Slamer,13,85,13
2020-12-28,Konzert Seven,13,85,13
2020-11-13,La Svizzera dei misteri,13,84,13
2021-01-01,Cuntrasts - «I Did It My Way» - Arturo Casanova e sia vita per la buna luna,13,84,13
2021-01-06,Collection Lockdown (2nd Wave) - 24 Stunden Grenze,13,84,13
2020-12-22,Cronache da Bondo - Un anno che ci ha cambiati,13,83,13
2020-12-23,Cuntrasts - Igl rutsch,13,83,13
2021-03-03,Gefährliches Zuhause,13,83,13
2021-01-19,Premier jour,13,83,13
2021-01-27,Roiber und Poli,13,83,13
2021-02-06,La Via Svizzera,13,82,13
2020-12-20,Konzert Hendrix Ackle,13,82,13
2020-12-26,Die Boxerin,13,82,13
2021-01-12,Un autre pain est possible,13,81,13
2021-03-11,Advent; Advent,13,81,13
2020-11-26,Au fil des toblerones,13,81,13
2020-11-13,Cuntrasts - Lock Down - Chill Down,13,81,13
2020-12-26,Konzert Red Hot Serenaders,13,81,13
2021-01-30,Schweiz von oben,13,80,13
2021-03-13,La Via Svizzera,13,80,13
2021-02-02,Glacier 3000 – Schnee und Spiele für die Asiaten,13,80,13
2021-03-24,Que faire après la retraite ?,13,79,13
2021-01-27,Collection Lockdown (2nd Wave) - Zum Coiffeur,13,78,13
2021-01-05,Bâtards,13,78,13
2021-02-23,Au front de la criminalité,13,77,13
2021-03-22,Lenz,13,77,13
2020-12-19,Les aventures du p tit Louis,13,77,13
2020-12-28,Blockchain verstehen: die digitale Zukunft wird dezentral,13,76,13
2020-12-13,Reporter-Die Eigenwillige,13,76,13
2020-11-08,Parc Adula – Segen oder Fluch,13,75,13
2020-12-10,Bon Voyage,13,75,13
2020-11-24,Album de famille,13,74,13
2021-01-28,Konzert Hecht,13,74,13
2020-11-12,Menschen im Winter,13,74,13
2020-12-18,Bâtards,13,74,13
2021-03-08,L intrusa,13,73,13
2021-01-06,Quel piccolo mondo antico,13,73,13
2020-12-28,L’appel aux arbres,13,71,13
2020-11-21,ADN; reflechissez avant de cracher,13,71,13
2020-12-05,L’appel aux arbres,13,71,13
2020-12-25,Mignon à croquer,13,71,13
2020-12-23,Konzert Lily Horn Is Born,13,70,13
2021-03-22,Que faire après la retraite ?,13,69,13
2021-03-04,Un nemico che ti vuole bene,13,69,13
2020-11-12,I cani di San Bernardo,13,69,13
2021-01-05,Collection Lockdown (2nd Wave) - L’amour au temps du Corona,13,69,13
2021-01-07,Konzert Hecht,13,69,13
2021-01-09,Mignon à croquer,13,66,13
2021-03-16,Güsel - Die Abfalldetektive,13,65,13
2020-11-15,La scienza della birra,13,65,13
2021-02-18,Il soffitto di vetro,13,65,13
2021-01-29,Konzert Hecht,13,64,13
2020-11-19,La Valle del Trient,13,64,13
2021-01-05,Collection Lockdown (2nd Wave) - 24 Stunden Grenze,13,63,13
2021-02-25,Arthur,13,63,13
2020-11-08,Ladro e gentiluomo,13,61,13
2021-01-12,Collection Lockdown (2nd Wave) - Öffentliche Versammlungen,13,61,13
2021-01-30,Collection Lockdown (2nd Wave) - Öffentliche Versammlungen,13,61,13
2020-12-21,Cent anni da leone,13,61,13
2021-01-06,Un autre pain est possible,13,60,13
2020-11-07,Le coutelier aux doigts d’or,13,60,13
2021-01-04,Collection Lockdown (2nd Wave) - Die dritte Welle,13,60,13
2021-02-28,La Via Svizzera,13,59,13
2020-12-28,Aus dem Schatten – Eine Zeit der Hoffnung,13,59,13
2020-11-18,La folle échappée,13,59,13
2021-01-16,Collection Lockdown (2nd Wave) - Die dritte Welle,13,58,13
2020-12-26,Bâtards,13,57,13
2020-12-05,Mignon à croquer,13,57,13
2020-12-25,Comment j ai survécu à la montagne,13,57,13
2020-12-17,Mignon à croquer,13,57,13
2021-01-01,Astronaut K,13,56,13
2021-01-05,Roiber und Poli,13,55,13
2021-01-06,Collection Lockdown (2nd Wave) - Öffentliche Versammlungen,13,55,13
2020-11-19,Cuntrasts - «I Did It My Way» - Arturo Casanova e sia vita per la buna luna,13,55,13
2021-01-07,Il viaggio di Laura,13,55,13
2020-11-22,The silk runners,13,55,13
2020-12-22,Konzert Red Hot Serenaders,13,55,13
2021-02-01,Glacier 3000 – Schnee und Spiele für die Asiaten,13,54,13
2020-12-25,Konzert Linda Fäh,13,54,13
2020-11-08,8x15. - Nordportal Baden 2018,13,54,13
2020-11-11,L interview de Benoît Aymon,13,54,13
2020-12-19,Animalis,13,53,13
2020-11-16,Il viaggio di Laura,13,53,13
2020-11-24,Der grosse Sommer,13,53,13
2021-01-04,Collection Lockdown (2nd Wave) - Zoom sur le cirque,13,52,13
2021-02-19,Ondes de choc - La Vallée,13,52,13
2021-01-21,Collection Lockdown (2nd Wave) - Je pense à toi,13,52,13
2021-02-03,Glacier 3000 – Schnee und Spiele für die Asiaten,13,52,13
2021-02-22,Konzert Stiller Has,13,51,13
2020-11-10,J.S. Bach: Passione secondo Matteo - Prima parte,13,49,13
2020-11-13,La mia Albigna,13,49,13
2020-12-29,Un juif pour l exemple,13,49,13
2020-11-18,La Svizzera dei misteri,13,49,13
2021-01-10,La stirpe di Orazio,13,48,13
2021-01-03,Konzert Linda Fäh,13,48,13
2021-01-07,Collection Lockdown (2nd Wave) - Die dritte Welle,13,48,13
2020-12-28,Quel piccolo mondo antico,13,47,13
2021-01-21,Arthur,13,47,13
2020-11-12,Cent anni da leone,13,47,13
2020-11-13,Storie appese a un filo,13,46,13
2021-03-23,Helveticus,13,46,13
2020-11-10,La scienza della birra,13,45,13
2021-03-25,Roiber und Poli,13,45,13
2020-11-12,Les aventures du p tit Louis,13,45,13
2021-01-27,Collection Lockdown (2nd Wave) - Je pense à toi,13,45,13
2021-01-04,Konzert Appenzeller Echo,13,44,13
2021-02-23,Güsel - Die Abfalldetektive,13,43,13
2021-02-26,Arthur,13,43,13
2020-11-27,Via Spluga tra storia e turismo,13,43,13
2021-03-03,Die Brüder Nicole: Geboren; um zu klettern,13,43,13
2020-12-23,Konzert The Fränzli Görls,13,41,13
2021-01-20,Collection Lockdown (2nd Wave) - Öffentliche Versammlungen,13,41,13
2021-01-29,Il pianeta dei robot,13,40,13
2020-12-02,Un juif pour l exemple,13,38,13
2020-12-12,Beethoven - Romanza per violino n. 1,13,38,13
2020-12-18,Mignon à croquer,13,38,13
2021-03-24,Break-Ups,13,37,13
2021-02-20,Arthur,13,37,13
2021-01-16,La stirpe di Orazio,13,37,13
2020-12-19,Konzert Anicia Kohler & Matthias Kohler,13,37,13
2021-01-02,La Svizzera dei misteri,13,36,13
2020-11-18,Cuntrasts - «I Did It My Way» - Arturo Casanova e sia vita per la buna luna,13,34,13
2021-03-10,Helveticus,13,34,13
2020-11-11,Blindflug,13,34,13
2020-12-11,Underwater Passion,13,33,13
2020-11-17,Antarctique; ma planète blanche,13,33,13
2021-01-07,Cuntrasts - Il misteri da Bargun - cronica d in mazzament da chatscha (2/2),13,33,13
2020-12-27,Animalis,13,33,13
2021-03-16,Arthur,13,33,13
2020-11-12,La tasca di Dio,13,32,13
2021-03-05,Nos archives secrètes,13,31,13
2021-01-25,Arthur,13,31,13
2020-11-22,La folle échappée,13,30,13
2021-01-11,La stirpe di Orazio,13,30,13
2021-03-20,Helveticus,13,27,13
2020-12-23,Helveticus,13,27,13
2021-02-28,Der kleine Vogel,13,27,13
2021-01-05,Altitudes,13,27,13
2020-11-26,Les nouveaux vétérinaires,13,27,13
2020-12-20,La tasca di Dio,13,26,13
2020-11-27,La folle échappée,13,25,13
2020-11-24,Verso la montagna sacra,13,24,13
2021-03-24,Arthur,13,24,13
2020-11-20,Weglaufen geht nicht,13,22,13
2020-12-16,undefined,13,20,13
2021-02-03,undefined,13,16,13
2021-03-09,Ludwig trap Beethoven,13,3,13
2020-12-28,Cuntrasts - Davent cun tut,13,2,13
2021-02-12,Tatort - Schmutziger Donnerstag,12,814,12
2021-01-24,Wachtmeister Studer,12,808,12
2021-01-29,Tatort – Kleine Prinzen,12,743,12
2021-03-07,Frühling im Herbst,12,737,12
2020-12-22,Der letzte Weynfeldt,12,737,12
2020-12-19,Tatort – Ihr werdet gerichtet,12,730,12
2021-01-23,Millionenschwer verliebt,12,728,12
2021-01-09,Das Boot ist voll,12,724,12
2020-12-29,Tatort – Schutzlos,12,723,12
2021-01-02,Lotto,12,710,12
2021-02-03,Tatort – Ihr werdet gerichtet,12,708,12
2021-02-24,Der Sandmann,12,704,12
2021-01-21,Reise der Hoffnung,12,695,12
2021-03-24,Tatort – Ausgezählt,12,678,12
2021-02-08,Port dattache,12,675,12
2021-02-20,Die letzte Pointe,12,669,12
2021-03-07,Tatort – Verfolgt,12,665,12
2020-12-15,Tatort – Ihr werdet gerichtet,12,661,12
2021-02-13,Der letzte Weynfeldt,12,654,12
2021-02-14,Plötzlich Deutsch,12,648,12
2021-02-08,Die Standesbeamtin,12,647,12
2021-01-27,Altitudes,12,644,12
2020-11-09,Vater; unser Wille geschehe,12,643,12
2021-03-15,Die letzte Pointe,12,640,12
2020-12-31,Tatort – Schutzlos,12,636,12
2020-12-20,Lotto,12,625,12
2021-01-02,Tatort – Zwischen zwei Welten,12,623,12
2021-01-27,Tatort – Geburtstagskind,12,622,12
2021-02-15,Der Goalie bin ig,12,620,12
2021-01-17,Tatort – Ihr werdet gerichtet,12,617,12
2021-02-05,Wachtmeister Studer,12,617,12
2020-12-23,Tatort – Ihr werdet gerichtet,12,616,12
2021-03-16,Tatort – Zwischen zwei Welten,12,613,12
2020-12-19,Tatort - Kriegssplitter,12,608,12
2021-02-19,Flitzer,12,603,12
2021-02-28,Plötzlich Deutsch,12,600,12
2020-12-14,Tatort - Freitod,12,599,12
2021-01-11,Verdacht,12,598,12
2020-12-06,Lina,12,597,12
2021-01-06,Tatort – Ihr werdet gerichtet,12,597,12
2020-12-23,Der grosse Sommer,12,596,12
2021-02-04,Nachbeben,12,596,12
2021-03-07,Das Geheimnis von Murk,12,593,12
2021-02-25,Frühling im Herbst,12,592,12
2021-01-07,Lotto,12,586,12
2021-01-14,Der Postraub des Jahrhunderts,12,584,12
2021-02-14,Tatort - Schmutziger Donnerstag,12,582,12
2021-03-11,Tatort - Kriegssplitter,12,580,12
2020-12-06,Lotto,12,578,12
2020-11-27,Der Geisterzug von Spiez,12,577,12
2020-12-19,Tatort – Schutzlos,12,575,12
2021-02-07,Rider Jack,12,573,12
2021-01-31,Tatort - Friss oder stirb,12,572,12
2020-11-10,Claude Marthaler; embrasser la terre,12,571,12
2021-02-22,Thorberg,12,570,12
2021-02-02,Upload,12,568,12
2021-01-24,Non ho l età,12,567,12
2021-03-02,Tatort – Ausgezählt,12,564,12
2021-01-30,Tatort - Friss oder stirb,12,562,12
2020-11-13,Lina,12,561,12
2021-01-29,Lina,12,560,12
2021-02-22,Der Postraub des Jahrhunderts,12,559,12
2021-02-27,Der Goalie bin ig,12,558,12
2021-01-18,Plötzlich Deutsch,12,557,12
2021-01-28,Millionenschwer verliebt,12,557,12
2020-12-22,Oro verde,12,557,12
2021-01-24,Millionenschwer verliebt,12,556,12
2021-01-16,Tatort – Ihr werdet gerichtet,12,555,12
2021-02-10,Doppelleben,12,555,12
2021-02-12,Flitzer,12,553,12
2021-01-20,Tatort - Schmutziger Donnerstag,12,551,12
2020-12-26,Boomerang !,12,551,12
2020-12-30,Tatort - Freitod,12,550,12
2021-03-15,Die Standesbeamtin,12,549,12
2020-12-02,Gotthard,12,548,12
2021-02-02,Tatort – Züri brännt,12,546,12
2021-03-11,Tatort – Ausgezählt,12,544,12
2021-02-06,Chris the Swiss,12,543,12
2020-12-25,War Photographer,12,541,12
2021-01-23,Tatort – Ihr werdet gerichtet,12,541,12
2021-02-23,Notre enfant,12,541,12
2021-03-19,Tatort - Die Musik stirbt zuletzt,12,539,12
2021-02-18,Tatort – Verfolgt,12,538,12
2020-12-26,Tatort - Friss oder stirb,12,538,12
2021-01-13,Tatort - Schmutziger Donnerstag,12,537,12
2021-02-25,Mon frère se marie,12,535,12
2021-03-05,Plötzlich Deutsch,12,534,12
2020-12-17,Wachtmeister Studer,12,533,12
2021-01-30,Akte Grüninger,12,532,12
2020-12-31,Lina,12,532,12
2020-11-14,Il Barbiere di Siviglia,12,529,12
2021-01-09,Der grosse Sommer,12,529,12
2021-01-25,Tatort – Züri brännt,12,525,12
2020-11-25,Tatort - Friss oder stirb,12,524,12
2020-11-17,Der grosse Sommer,12,522,12
2021-03-12,Plötzlich Deutsch,12,520,12
2021-03-05,Tatort - Freitod,12,520,12
2021-02-03,Der grosse Sommer,12,520,12
2021-03-17,Zwiespalt,12,517,12
2021-01-27,Usgrächnet Gähwilers,12,517,12
2021-03-04,Tatort - Schmutziger Donnerstag,12,514,12
2021-03-15,Eden für jeden,12,511,12
2021-01-07,Lina,12,510,12
2021-02-06,Die letzte Pointe,12,509,12
2021-02-21,Der Teufel von Mailand,12,508,12
2021-03-24,Nachbeben,12,506,12
2021-03-09,Das Geheimnis von Murk,12,503,12
2021-02-08,Der Kreis,12,502,12
2021-01-10,Wachtmeister Studer,12,502,12
2020-12-29,Weglaufen geht nicht,12,501,12
2021-01-13,Lotto,12,501,12
2020-11-25,Tatort – Schutzlos,12,498,12
2021-03-21,Liebling; lass uns scheiden,12,497,12
2021-01-28,Chris the Swiss,12,497,12
2021-02-24,Der Postraub des Jahrhunderts,12,494,12
2021-01-10,Der Läufer,12,494,12
2020-12-22,Rider Jack,12,491,12
2020-12-29,Little Girl Blue,12,489,12
2021-02-17,Lina,12,488,12
2021-01-30,Gotthard,12,488,12
2020-11-22,«Rega 1414 – Der Film»,12,488,12
2021-01-16,Rider Jack,12,487,12
2021-02-20,Im Tal der grossen Buddhas,12,487,12
2020-12-07,120 secondes présente la Suisse,12,487,12
2021-01-31,Tatort – Zwei Leben,12,486,12
2021-03-19,Die Standesbeamtin,12,485,12
2021-02-15,Boomerang !,12,484,12
2020-12-18,Tatort – Kleine Prinzen,12,484,12
2021-03-14,Der Goalie bin ig,12,484,12
2021-01-08,Der letzte Weynfeldt,12,482,12
2021-02-26,Mein anderes Russland,12,481,12
2021-02-06,Der Frosch,12,481,12
2020-12-10,Matto regiert,12,481,12
2021-01-22,Tatort - Schmutziger Donnerstag,12,478,12
2021-01-19,Plötzlich Deutsch,12,477,12
2021-01-17,Usgrächnet Gähwilers,12,477,12
2020-11-17,Nachbeben,12,476,12
2021-02-20,Tatort – Ausgezählt,12,475,12
2021-03-18,Der Schatten des Sohnes,12,475,12
2020-11-21,Weglaufen geht nicht,12,475,12
2021-01-08,Mein unbekanntes Amerika,12,474,12
2020-12-01,Jump,12,473,12
2021-02-02,Amur senza fin,12,472,12
2020-11-18,Tatort - Friss oder stirb,12,471,12
2021-02-15,Dévoilées,12,470,12
2021-02-03,Wachtmeister Studer,12,470,12
2020-11-29,Lotto,12,467,12
2021-01-30,Jimmie,12,467,12
2021-01-23,Akte Grüninger,12,467,12
2021-03-05,Tatort – Zwischen zwei Welten,12,466,12
2021-02-07,Der Läufer,12,466,12
2021-02-22,Im Namen der Gerechtigkeit,12,464,12
2021-02-08,Generalstreik 1918,12,463,12
2021-02-21,Tatort – Schutzlos,12,463,12
2021-01-22,LHomme-chat,12,460,12
2021-02-13,LHomme-chat,12,459,12
2021-02-01,Les gardiennes,12,459,12
2021-02-04,DivertiMento bei den Schotten,12,458,12
2021-03-20,Lina,12,457,12
2021-03-06,Flitzer,12,457,12
2021-01-08,Millionenschwer verliebt,12,456,12
2021-02-25,Plötzlich Deutsch,12,456,12
2021-01-28,Der letzte Weynfeldt,12,454,12
2021-02-18,Retour dAfrique,12,453,12
2021-01-04,Akte Grüninger,12,453,12
2021-01-16,Millionenschwer verliebt,12,452,12
2021-01-13,Tatort – Geburtstagskind,12,452,12
2020-11-22,Lina,12,450,12
2021-02-05,Flug in die Nacht - Das Unglück von Überlingen,12,447,12
2020-11-24,Verdacht,12,447,12
2021-01-31,Que Sera?,12,447,12
2021-02-10,Tatort – Verfolgt,12,445,12
2021-03-14,Die letzte Pointe,12,442,12
2021-01-11,Schweizer Helden,12,441,12
2021-03-12,Tatort - Die Musik stirbt zuletzt,12,441,12
2020-12-05,Lotto,12,440,12
2021-03-14,Der Sandmann,12,439,12
2021-02-16,Tatort – Zwei Leben,12,439,12
2021-01-15,Clara und das Geheimnis der Bären,12,438,12
2021-01-01,Giovanni Segantini - Magie des Lichts,12,437,12
2020-12-13,Thorberg,12,436,12
2020-11-12,Tatort – Zwischen zwei Welten,12,434,12
2021-03-24,Tatort - Kriegssplitter,12,434,12
2021-03-20,Notre enfant,12,434,12
2021-02-09,Hoch hinaus – Die China Expedition,12,433,12
2021-01-06,La lumière de l espoir,12,433,12
2021-01-17,Tatort - Schmutziger Donnerstag,12,433,12
2021-03-04,Tatort – Zwei Leben,12,433,12
2021-02-04,Der Hamster,12,432,12
2021-02-18,Der Goalie bin ig,12,430,12
2021-02-25,Das Geheimnis von Murk,12,430,12
2021-02-28,Mary Queen of Scots,12,430,12
2021-01-18,Der Geisterzug von Spiez,12,429,12
2021-02-05,Millionenschwer verliebt,12,429,12
2021-03-01,Upload,12,429,12
2021-02-20,Der Teufel von Mailand,12,428,12
2021-02-05,Lotto,12,428,12
2021-02-06,Gotthard,12,427,12
2020-11-29,Reise der Hoffnung,12,427,12
2021-01-12,Lotto,12,425,12
2020-12-25,Tatort – Kleine Prinzen,12,424,12
2020-12-31,Tatort - Schmutziger Donnerstag,12,424,12
2020-11-25,Upload,12,423,12
2021-01-29,Flug in die Nacht - Das Unglück von Überlingen,12,423,12
2021-01-24,Der Postraub des Jahrhunderts,12,420,12
2021-03-21,Prudhommes,12,419,12
2020-12-19,Reise der Hoffnung,12,418,12
2020-11-26,Millionenschwer verliebt,12,418,12
2021-01-16,Lasst die Alten sterben,12,416,12
2021-02-16,Eden für jeden,12,415,12
2021-02-23,Upload,12,414,12
2021-02-22,Vielen Dank für nichts,12,413,12
2021-01-05,Sonntagsvierer,12,412,12
2020-12-02,Der letzte Weynfeldt,12,412,12
2020-12-18,Upload,12,412,12
2020-11-22,Heimatland,12,410,12
2021-02-20,Der Frosch,12,410,12
2021-02-02,Tatort – Kleine Prinzen,12,410,12
2021-01-04,Flitzer,12,409,12
2021-01-12,Fragments du paradis,12,409,12
2021-02-12,Tatort – Geburtstagskind,12,409,12
2021-02-19,Les gardiennes,12,408,12
2020-11-21,Ceux qui travaillent,12,407,12
2021-03-06,De la cuisine au parlement - Edition 2021,12,407,12
2020-12-11,Lina,12,407,12
2020-12-23,Ceux qui travaillent,12,406,12
2021-02-06,Tatort - Kriegssplitter,12,406,12
2021-02-14,Eden für jeden,12,405,12
2021-01-03,Der grosse Sommer,12,405,12
2021-01-29,Pause,12,404,12
2021-01-10,Tatort - Friss oder stirb,12,404,12
2021-02-26,Flug in die Nacht - Das Unglück von Überlingen,12,402,12
2020-11-16,Tatort – Ihr werdet gerichtet,12,402,12
2021-02-16,Ma vie de courgette,12,401,12
2021-01-07,Matto regiert,12,400,12
2021-01-28,Madame,12,399,12
2021-02-08,Space Tourists,12,399,12
2020-11-25,Blenio; Utah,12,399,12
2021-02-13,Vielen Dank für nichts,12,399,12
2020-11-28,Schweizer Helden,12,398,12
2021-03-18,Il gap – La disparità tra i ricchi e i poveri,12,397,12
2020-11-26,Tatort – Ihr werdet gerichtet,12,396,12
2021-02-10,Frontaliers Disaster,12,396,12
2021-03-25,Gotthard - One life; one soul,12,396,12
2021-02-01,Madame,12,396,12
2020-12-06,Giovanni Segantini - Magie des Lichts,12,395,12
2021-02-14,Späte Liebe,12,394,12
2021-02-26,A l école des Philosophes,12,394,12
2020-11-09,Lina,12,394,12
2021-02-25,Im Nirgendwo,12,393,12
2021-02-02,Der Läufer,12,393,12
2021-01-25,Les dessus du Gothard,12,393,12
2021-01-16,Mein anderes Russland,12,393,12
2021-03-22,Tandoori Love,12,392,12
2021-02-22,Die letzte Pointe,12,391,12
2021-02-23,Im Namen der Gerechtigkeit,12,390,12
2021-01-28,Gotthard - One life; one soul,12,389,12
2021-01-03,Tatort – Ihr werdet gerichtet,12,389,12
2020-12-19,Offenes Buch,12,389,12
2021-03-14,Altitudes,12,388,12
2021-01-12,Matto regiert,12,388,12
2021-03-12,Tatort - Kriegssplitter,12,388,12
2021-03-05,Gotthard,12,388,12
2021-01-04,Der Hamster,12,386,12
2021-02-12,Molly Monster - der Kinofilm,12,386,12
2021-03-20,Der Frosch,12,385,12
2020-12-10,Cronofobia,12,384,12
2021-02-03,Usgrächnet Gähwilers,12,383,12
2021-03-01,Die Affäre Meili,12,382,12
2021-02-04,Tatort – Ihr werdet gerichtet,12,382,12
2021-03-07,Im Namen der Gerechtigkeit,12,382,12
2020-11-14,Tatort – Schutzlos,12,382,12
2021-03-13,Millionenschwer verliebt,12,382,12
2020-11-14,Les dames,12,381,12
2021-03-14,Tatort - Freitod,12,381,12
2021-01-17,Henry Dunant; du rouge sur la croix,12,380,12
2021-02-03,Chris the Swiss,12,379,12
2020-12-12,War Photographer,12,379,12
2020-12-21,Upload,12,378,12
2021-03-21,Der Läufer,12,378,12
2020-11-29,Vincent Munier; Éternel Émerveillé,12,377,12
2021-02-16,Liebling; lass uns scheiden,12,376,12
2020-11-26,Kleine Lügen,12,376,12
2021-01-14,Mein unbekanntes Amerika,12,376,12
2021-02-19,Vielen Dank für nichts,12,376,12
2021-01-23,Upload,12,376,12
2021-01-19,Il mangiatore di pietre,12,375,12
2021-03-16,Schweiz von oben,12,374,12
2020-11-18,Giovanni Segantini - Magie des Lichts,12,373,12
2021-03-13,Cecilia Bartoli; Diva,12,373,12
2020-12-30,Boomerang !,12,371,12
2021-03-07,Mary Queen of Scots,12,370,12
2020-11-16,Doppelleben,12,369,12
2021-01-03,Tatort - Friss oder stirb,12,369,12
2021-02-13,Weglaufen geht nicht,12,369,12
2021-01-24,Une année à la vigne - Les domaines du possible,12,367,12
2021-02-16,Tatort – Schutzlos,12,367,12
2021-03-18,Bulle,12,366,12
2021-01-01,Yukon; la quête sauvage,12,364,12
2020-11-17,Reise der Hoffnung,12,363,12
2020-11-25,8x15 - D!Club Lausanne,12,363,12
2021-01-27,Tatort - Freitod,12,363,12
2021-01-14,Les dames,12,362,12
2021-01-26,Lotto,12,362,12
2021-02-20,Liebling; lass uns scheiden,12,361,12
2020-11-16,Non ho l età,12,361,12
2020-12-22,Der Läufer,12,360,12
2020-12-02,Heimatland,12,360,12
