Days,Show (MG8),Media Views,Play Duration - Decimal (minutes),Media Views
2021-02-03,Mon royaume pour une chèvre,1,0,1
2021-02-27,Kinder im Netz,1,0,1
2021-01-26,Konzert Wael Sami Elkholy,1,0,1
2021-02-16,L interview de Benoît Aymon,1,0,1
2021-02-15,Countrasts 4x4,1,0,1
2021-01-22,D une jungle à l autre,1,0,1
2020-11-23,Cuntrasts - Fermada sin giavisch - quatter buffets da staziun e lur umans,1,0,1
2021-01-05,Paysans en détresse,1,0,1
2021-02-27,Petits machos,1,0,1
2020-12-08,Grozny Dreaming,1,0,1
2021-03-11,Fatima; Lorenzo; Chiara - 24 scene di vita familiare,1,0,1
2021-03-11,Plus chauds que le climat,1,0,1
2021-01-21,Waow; les abysses d’une légende,1,0,1
2020-11-24,Le coutelier aux doigts d’or,1,0,1
2021-02-23,Collection Lockdown (2nd Wave) - Una casa,1,0,1
2020-12-13,Collection Lockdown - Nagori,1,0,1
2021-02-14,«Einstein» am Tatort: Wenn die Wissenschaft Verbrecher jagt,1,0,1
2021-02-10,Animaux médicaments,1,0,1
2021-01-27,Ein Schweizer Cop in New Orleans,1,0,1
2020-12-08,8x15 - BScene Festival Basel 2017,1,0,1
2020-11-28,Dans le viseur du royaume Saoudien,1,0,1
2020-12-22,Diabète : trop d amputations évitables en Suisse,1,0,1
2021-01-04,Talenta – Schule für Hochbegabte,1,0,1
2021-03-09,Underwater Passion,1,0,1
2021-03-14,Animalis,1,0,1
2020-12-17,Burnout; à qui le tour ?,1,0,1
2021-03-20,Pandemie-Vorsorge: Mangelhaft,1,0,1
2021-02-05,Kriminalfälle Sélection - Das Attentat von Zug,1,0,1
2020-12-17,Montessori en EMS,1,0,1
2021-03-16,Konzert Lara Stanic,1,0,1
2021-02-01,Silvio Giobellina; du bob et du bonheur,1,0,1
2020-12-09,Violino... ai funghi,1,0,1
2021-01-11,Remarcher malgré une paralysie ?,1,0,1
2020-12-27,Collection Lockdown - Quasi padre; quasi figlio,1,0,1
2021-02-02,Ordinskaya: la grotta bianca,1,0,1
2021-01-24,L honneur perdu de l AI,1,0,1
2021-02-15,Diabète : trop d amputations évitables en Suisse,1,0,1
2021-03-15,La scienza della birra,1,0,1
2021-01-02,Fruits et légumes trop pauvres en micronutriments : attention carences,1,0,1
2020-12-03,La déferlante du cannabis légal,1,0,1
2021-03-24,Bauchspeicheldrüsenkrebs: Der unsichtbare Killer,1,0,1
2021-01-23,Cuntrasts - Fotografs Feuerstein -a la tgatscha da purtrets,1,0,1
2020-11-10,O clicchi o chiudi,1,0,1
2020-12-24,Beethoven - Concerto pour piano no 1,1,0,1
2021-03-18,Non ho l età,1,0,1
2021-01-27,Le balayeur à la rose,1,0,1
2020-12-30,Trafic de bébés volés; l heure des comptes,1,0,1
2021-02-19,Collection Lockdown - Quasi padre; quasi figlio,1,0,1
2021-03-03,8x15 - D!Club Lausanne,1,0,1
2020-11-16,NETZ NATUR - Der Sinn des Lebens,1,0,1
2020-12-31,Le Facteur Humain,1,0,1
2020-12-21,8x15. aus dem Komplex Klub Zürich 2014,1,0,1
2021-02-26,Cuntrasts - Il misteri da Bargun - cronica d in mazzament da chatscha (2/2),1,0,1
2020-12-10,Iruka Muzungu,1,0,1
2021-03-15,Mon royaume pour une chèvre,1,0,1
2021-01-13,Cuntrasts - Hampi Cadonau – Il punk pur,1,0,1
2021-02-09,Le Ceneri del lavoro,1,0,1
2021-03-20,Jugendliche unter Druck – In der Klinik für Kinder- und Jugendpsychiatrie,1,0,1
2020-12-21,Collection Lockdown - Revoir le printemps - Journal d‘un confinement,1,0,1
2021-01-02,Cuntrasts - En duas fin a la fin,1,0,1
2020-11-16,Welcher Schweizer Fisch darf auf den Teller?,1,0,1
2020-12-02,Nel nome della fertilità,1,0,1
2021-03-08,Mozart a Trun - messa en c-mol,1,0,1
2021-02-28,Alleskönner Haut:« Einstein» entdeckt ein unterschätztes Organ,1,0,1
2020-12-28,7000 bornes; une frontière,1,0,1
2021-01-03,Les ailes du véto,1,0,1
2021-03-02,Vater; unser Wille geschehe,1,0,1
2020-12-29,Purple Nights a Val,1,0,1
2020-12-08,Epargner ? On y arrive plus !,1,0,1
2021-01-31,Kriminalfälle - Schweizer Verbrechen im Visier - Der Todespfleger aus der Innerschweiz,1,0,1
2021-01-31,Credit Suisse – Anatomie eines Skandals,1,0,1
2020-12-30,La Damassine; fleur d Ajoie,1,0,1
2020-12-29,Collection Lockdown - Oasis,1,0,1
2021-03-10,Dépakine; un scandale sans fin et sans frontière !,1,0,1
2021-03-02,Collection Lockdown - Yunfa,1,0,1
2021-01-18,Accoucher sans violences,1,0,1
2021-02-25,Reporter Crime - Ein Mord; zwei Witwen,1,0,1
2021-02-19,Je te jette,1,0,1
2021-02-28,Amour; sexe et EMS,1,0,1
2021-01-20,La Via Idra,1,0,1
2021-02-16,Animaux médicaments,1,0,1
2021-03-05,Au front de la criminalité,1,0,1
2021-03-24,30 anni a novembre,1,0,1
2020-12-04,Ours; simplement sauvage,1,0,1
2021-01-07,Beethoven - Symphonie n° 3,1,0,1
2021-03-15,Il boom dei pellegrinaggi,1,0,1
2021-02-28,Giancarlo Ul matt,1,0,1
2021-03-11,Collection Lockdown (2nd Wave) - 24 Stunden Grenze,1,0,1
2021-03-07,8x15. aus dem Fri-Son Fribourg 2019,1,0,1
2021-03-10,Ammalarsi per guarire,1,0,1
2021-01-09,Cuntrasts - Films dal mintgadi - Janett; Möckli; Pfister e lur films,1,0,1
2021-02-21,Mon médecin est un employé Migros,1,0,1
2021-02-04,Brainstorm,1,0,1
2021-01-18,L incroyable supercherie de la navette spatiale suisse,1,0,1
2021-03-14,Petits machos,1,0,1
2021-03-02,La Svizzera sull acqua,1,0,1
2021-01-02,Voyage au pays des guérisseurs romands,1,0,1
2021-02-25,Cleveland versus Wall Street,1,0,1
2020-12-31,Profit oder Leben? – Wenn das Gesundheitswesen an die Grenze geht,1,0,1
2020-12-17,Cuntrasts - La mort dal glatsch etern - ed uss?,1,0,1
2020-12-20,Una famiglia a tutto gas,1,0,1
2021-01-07,Schignano - Un paese in maschera,1,0,1
2021-02-01,Le coutelier aux doigts d’or,1,0,1
2021-02-26,Collection Lockdown - The Compilation,1,0,1
2021-02-21,Offenes Buch,1,0,1
2021-01-08,Montessori en EMS,1,0,1
2020-12-02,Digiunare è meglio,1,0,1
2020-11-15,I nodi di Arnoldo,1,0,1
2021-03-03,Ghiaccio fuso,1,0,1
2021-02-26,Scegliere a 20 anni,1,0,1
2021-01-29,Im Brockenhaus – Begegnungen zwischen Plunder und Antiquitäten,1,0,1
2021-03-13,Cuntrastst - Tut che tira flad - Arno Caluori e sias orglas,1,0,1
2020-11-24,La media dei compiti,1,0,1
2021-03-01,G4: una cresta tra passato e guerra,1,0,1
2021-02-17,Konzert Style Bakery,1,0,1
2021-02-22,Füür: Episode I – Ein Border Collie und eine Tigerkatze,1,0,1
2021-01-27,DOK: Schweizer Erfolgsgeschichten,1,0,1
2020-12-28,Konzert Leila Pfister,1,0,1
2021-02-17,Le uova di Raja Ampat,1,0,1
2020-11-15,Collection Lockdown - Revoir le printemps - Journal d‘un confinement,1,0,1
2021-01-18,Konzert Yumi Ito,1,0,1
2021-01-01,La fureur de voir,1,0,1
2021-03-16,Die Chefinnen – Wenn Frauen an der Macht sind,1,0,1
2020-12-13,Cuntrasts - Shaolin a Tschlin,1,0,1
2021-02-27,Konzert Lara Stanic,1,0,1
2021-01-07,8x15 dal Palazzo a Cuira,1,0,1
2021-02-09,Konzert Steff La Cheffe,1,0,1
2020-12-01,Schignano - Un paese in maschera,1,0,1
2021-02-14,Collection Lockdown (2nd Wave) - Ich will ihnen kein Geheimnis verraten,1,0,1
2021-01-28,Konzert Quartett Waschächt,1,0,1
2021-03-05,Brainstorm,1,0,1
2021-01-16,Presi per la gola,1,0,1
2021-01-25,Césarienne; une épidémie contre nature,1,0,1
2021-01-28,Ma quando arriva la mamma?,1,0,1
2020-12-04,Cuntrasts - Fotografs Feuerstein -a la tgatscha da purtrets,1,0,1
2021-03-05,Radio Genève,1,0,1
2020-11-26,Der Prozess,1,0,1
2021-01-22,Konzert Ellas,1,0,1
2021-02-11,Menschen im Winter,1,0,1
2020-12-09,Einstein - Populismus verstehen,1,0,1
2021-01-12,L incroyable supercherie de la navette spatiale suisse,1,0,1
2020-11-10,Vie de sans-abri,1,0,1
2021-02-26,E-Scooter-Boom: Hype oder mobile Revolution?,1,0,1
2021-03-12,Opération Rubicon,1,0,1
2021-01-02,Trop de propreté; c’est risqué,1,0,1
2020-11-21,Collection Lockdown - Nagori,1,0,1
2021-01-31,Lettres de la Brévine,1,0,1
2020-12-09,Contraception : cette pilule qui ne passe plus,1,0,1
2021-02-15,Mon royaume pour une chèvre,1,0,1
2021-03-19,Vieillir musclé,1,0,1
2021-03-21,Il viaggio indesiderato,1,0,1
2020-12-08,Joindre les deux bouts,1,0,1
2020-12-21,Konzert Trio Örgeliwirbel,1,0,1
2020-12-15,Des histoires et du vent,1,0,1
2021-03-16,Çohu - Steh auf!,1,0,1
2021-01-28,La doppia vita di Gucci,1,0,1
2021-01-29,Cent anni da leone,1,0,1
2020-11-19,Fatima; Lorenzo; Chiara - 24 scene di vita familiare,1,0,1
2021-02-05,Bonhomme de chemin,1,0,1
2021-02-23,Konzert Trio Pius Baumgartner,1,0,1
2021-03-09,Fitness; quand le muscle rend fou,1,0,1
2020-11-21,Les années de Pèlerinage (Suisse),1,0,1
2020-12-19,Le business du sang,1,0,1
2021-02-22,La droga dello stupro,1,0,1
2021-03-09,Collection Lockdown - The Compilation,1,0,1
2021-01-03,Bauer Ramser und die Eritreer,1,0,1
2021-02-26,Mais im Bundeshuus,1,0,1
2021-02-11,Il boom dei pellegrinaggi,1,0,1
2021-03-05,Cuntrasts - Dr. Martin O. Winterhalter – Il retg da la serranetga,1,0,1
2020-12-02,Vivre après une agression,1,0,1
2021-01-08,Die Geheimnisse der Muttermilch,1,0,1
2021-03-09,Mon médecin est un employé Migros,1,0,1
2021-02-04,Schweizer Erfolgsgeschichten,1,0,1
2020-12-29,Konzert Marcelo Nisinman,1,0,1
2021-01-21,Les soignants de demain dans les starting-blocks,1,0,1
2021-03-20,No man s land - La terra di nessuno,1,0,1
2021-03-20,«8x15.» aus dem Eisenwerk Frauenfeld 2019,1,0,1
2021-02-20,A l école des Philosophes,1,0,1
2021-01-10,72 heures au coeur de la fête des vignerons,1,0,1
2021-01-22,Cuntrast - Viver cun il luf è viver cun gritta; nunpussanza e fascinaziun,1,0,1
2020-11-27,Aus dem Geheimarchiv,1,0,1
2021-03-17,Malati di sonno,1,0,1
2021-01-06,NETZ NATUR - Magische Momente Teil 1,1,0,1
2021-03-25,La media dei compiti,1,0,1
2020-12-13,Cuntrasts - Jau ta dun la glina - Not Vital,1,0,1
2021-02-05,Violences; la parole aux femmes,1,0,1
2020-12-19,Thierry malt – Die ganz besondere Begabung des Autisten Thierry Bouvard,1,0,1
2021-03-21,Gutachter des Bösen – Die Ära Frank Urbaniok,1,0,1
2021-01-30,Scegliere a 20 anni,1,0,1
2021-02-22,Figli? No; grazie,1,0,1
2021-02-01,Le retour des psychédéliques,1,0,1
2021-03-19,La droga dello stupro,1,0,1
2021-03-08,Cuntrasts - La crusch cun l amur,1,0,1
2020-11-17,SOS maladies inflammatoires de l intestin,1,0,1
2020-11-21,Guarirò senza chemio,1,0,1
2021-03-09,Surdoués; Haut Potentiel de souffrance ?,1,0,1
2021-03-21,Je retourne chez ma mère,1,0,1
2021-02-23,Le dentiste ? Trop cher pour moi !,1,0,1
2021-02-21,Ernährungswahn,1,0,1
2020-12-31,Io sono una sirena,1,0,1
2021-01-18,Brainstorm,1,0,1
2020-12-08,Contrats de travail; voici le temps de la précarité,1,0,1
2020-11-14,Giancarlo Ul matt,1,0,1
2021-02-21,I due volti della Siberia,1,0,1
2021-03-07,Konzert The Fränzli Görls,1,0,1
2021-01-04,Konzert Veronika s Ndiigo,1,0,1
2021-03-02,Dick Marty; un grido per la giustizia,1,0,1
2021-03-15,8x15 - Schützi Olten 2013,1,0,1
2020-11-17,Reprendre le travail après le cancer,1,0,1
2021-01-12,NETZ NATUR - Magische Momente Teil 1,1,0,1
2021-03-09,Flics et prostituées; les liaisons dangereuses,1,0,1
2020-12-28,Lettres de la Brévine,1,0,1
2020-11-05,Secrets de tavillonneurs,1,0,1
2021-03-24,Amour; sexe et EMS,1,0,1
2021-03-22,Comment j ai survécu à la montagne,1,0,1
2021-01-30,Liberi come gli uccelli,1,0,1
2021-03-24,Voyage entre ciel et terre,1,0,1
2020-12-14,Rue de Blamage,1,0,1
2021-02-27,Adesso basta... cambio vita!,1,0,1
2021-01-09,J ai testé l ayahuasca,1,0,1
2021-02-15,Offenes Buch,1,0,1
2020-12-25,Mon médecin est un employé Migros,1,0,1
2021-01-23,Il soffitto di vetro,1,0,1
2021-02-27,Collection Lockdown - Yunfa,1,0,1
2021-03-09,Erbschaft; nein danke!,1,0,1
2021-01-30,Hausärzte,1,0,1
2020-10-23,A l école des vaches,1,0,1
2021-01-09,«8x15.» aus dem Eisenwerk Frauenfeld 2019,1,0,1
2021-02-19,Les bébés volés du Sri Lanka; un scandale suisse,1,0,1
2020-11-06,Collection Lockdown - Revoir le printemps - Journal d‘un confinement,1,0,1
2021-01-06,Una famiglia a tutto gas,1,0,1
2020-12-16,DOK: Schweizer Erfolgsgeschichten,1,0,1
2021-01-15,Rescapées de l enfer de la prostitution,1,0,1
2021-01-31,Les aventures du p tit Louis,1,0,1
2021-02-06,Videogiocatori nati,1,0,1
2020-12-24,Foodwaste – Was tun?,1,0,1
2021-01-02,Das Virus und wir,1,0,1
2021-01-03,Trafic de bébés volés; l heure des comptes,1,0,1
2021-03-10,Il mangiatore di pietre,1,0,1
2021-02-06,Collection Lockdown - Business as usual,1,0,1
2021-02-11,Santé en Suisse; qui veut gagner des millions,1,0,1
2021-01-01,Collection Lockdown - Nagori,1,0,1
2021-03-24,Collection Lockdown (2nd Wave) - Dilemmas,1,0,1
2020-11-09,Chiuso per crisi,1,0,1
2021-02-10,Einstein - Populismus verstehen,1,0,1
2021-01-13,Pestizidkrise – Hightech statt Gift,1,0,1
2021-03-23,Animaux médicaments,1,0,1
2020-11-21,Ma quando arriva la mamma?,1,0,1
2021-01-19,Io sono una sirena,1,0,1
2021-03-08,Animaux médicaments,1,0,1
2020-12-05,L interview de Benoît Aymon,1,0,1
2020-12-24,Cuntrasts - Reto Camichel – coiffeur u artist what the fuck!,1,0,1
2021-02-18,Vie de sans-abri,1,0,1
2020-11-24,Les années de Pèlerinage - Deuxième année (Italie),1,0,1
2020-12-30,Cent anni da leone,1,0,1
2020-11-20,Au son du chaudron,1,0,1
2021-02-06,I am Mariam Binladen,1,0,1
2021-02-20,Credit Suisse – Anatomie eines Skandals,1,0,1
2021-02-21,In cammino sulla Via Idra,1,0,1
2021-01-09,Les évangéliques à la conquête du pouvoir,1,0,1
2021-01-10,Collection Lockdown - Die verlorene goldene Zeit,1,0,1
2021-01-15,Cuntrasts - Davent cun tut,1,0,1
2021-02-25,Gennaro Pulice: un killer a Viganello,1,0,1
2021-01-24,Obsession alimentaire; la peur au ventre,1,0,1
2021-03-01,Der Mond und wir,1,0,1
2021-02-12,Cuntrasts - Fermada sin giavisch - quatter buffets da staziun e lur umans,1,0,1
2020-11-27,66; les gardiens de la route,1,0,1
2020-12-08,Animaux médicaments,1,0,1
2021-03-04,Coeur animal - Das Tier in meinem Herzen,1,0,1
2021-03-11,Cuntrastst - Tut che tira flad - Arno Caluori e sias orglas,1,0,1
2021-03-01,Cuntrasts - Fotografs Feuerstein -a la tgatscha da purtrets,1,0,1
2020-11-04,Klimastreik - Wenn die Jungen aufbegehren,1,0,1
2021-03-25,Les bébés volés du Sri Lanka; un scandale suisse,1,0,1
2021-02-18,Migrants sur la route de l’enfer,1,0,1
2021-02-19,Ti sfamo strano,1,0,1
2020-11-29,«Einstein» im Krisengebiet – Wir helfen; was bringt’s?,1,0,1
2021-03-06,La Svizzera in un giardino,1,0,1
2021-02-26,La viande; une affaire d étiquette,1,0,1
2021-01-22,Nos archives secrètes,1,0,1
2021-01-18,Nos archives secrètes,1,0,1
2021-02-09,Fruits et légumes trop pauvres en micronutriments : attention carences,1,0,1
2021-02-28,Via Alpina,1,0,1
2021-03-03,Je suis la Fête des Vignerons,1,0,1
2021-01-24,Konzert Hendrix Ackle,1,0,1
2021-02-24,8x15. aus der KuFa Lyss,1,0,1
2021-01-24,1968 - Frauen verändern die Gesellschaft,1,0,1
2021-01-27,Présentation Emmanuel Cuénod (GIFF),1,0,1
2021-02-07,Füür: Episode II – Tableaux Vivants,1,0,1
2021-01-20,Konzert Wael Sami Elkholy,1,0,1
2021-03-14,SLA : Mon corps est une prison,1,0,1
2021-01-10,Konzert Trio Pius Baumgartner,1,0,1
2020-11-20,Hausärzte,1,0,1
2020-11-22,Manger Gras,1,0,1
2021-01-19,Blindflug,1,0,1
2020-12-24,Cuntrasts - Lisa prenda la storta,1,0,1
2020-11-22,Follie,1,0,1
2021-03-14,Maman moi jamais,1,0,1
2021-02-24,Le monde de Jérémie Heitz,1,0,1
2020-11-18,Beppe medico: l urgenza tranquilla,1,0,1
2021-01-14,8x15. aus dem Komplex Klub Zürich 2014,1,0,1
2020-11-29,Mein zweites Leben mit Tetraplegie,1,0,1
2020-11-10,Cuntrasts - I scurlatta - ir cun taxi en muntogna,1,0,1
2020-12-27,Manger Gras,1,0,1
2020-11-27,Erbschaft; nein danke!,1,0,1
2021-02-04,Petits machos,1,0,1
2021-03-20,Konzert Jack Slamer,1,0,1
2020-11-24,Bodenlos - Vom Leben und Überleben der Schweizer Bauern,1,0,1
2021-03-04,Contrats de travail; voici le temps de la précarité,1,0,1
2021-02-10,Il mio nome è John Titor e vengo dal 2036,1,0,1
2021-03-05,I due volti della Siberia,1,0,1
2021-01-18,Collection Lockdown - 2 Kinder; 7 Kameras; 1000 Verbote,1,0,1
2021-03-25,Les intrépides,1,0,1
2021-02-10,Cuntrasts - Made in China,1,0,1
2020-12-12,Montessori en EMS,1,0,1
2020-11-27,DOK: Schweizer Erfolgsgeschichten,1,0,1
2021-03-15,Une aquarelle par jour,1,0,1
2020-11-17,Vie de sans-abri,1,0,1
2021-02-20,1918; fuga dalla Russia,1,0,1
2020-12-15,Un divorce; et deux pauvres ?,1,0,1
2021-03-25,Des histoires et du vent,1,0,1
2020-12-08,Un divorce; et deux pauvres ?,1,0,1
2020-11-06,Un divorce; et deux pauvres ?,1,0,1
2021-03-07,Il boom dei pellegrinaggi,1,0,1
2021-02-20,Gennaro Pulice: un killer a Viganello,1,0,1
2021-02-15,L Emmental; ma vallée,1,0,1
2020-12-11,Une vie de jeune en psychiatrie,1,0,1
2021-03-14,La déferlante du cannabis légal,1,0,1
2021-02-23,Cuntrasts - Jau ta dun la glina - Not Vital,1,0,1
2021-03-14,Rescapées de l enfer de la prostitution,1,0,1
2020-11-30,Ökoakustik: Die Tonspur des Klimawandels,1,0,1
2020-12-18,Liberi come gli uccelli,1,0,1
2021-01-23,Montessori en EMS,1,0,1
2020-12-31,Ladro e gentiluomo,1,0,1
2020-12-30,Kriminalfälle - Schweizer Verbrechen im Visier - Der Todespfleger aus der Innerschweiz,1,0,1
2020-12-22,L incredibile giro del mondo del Facchinetti di Curio,1,0,1
2020-12-11,O clicchi o chiudi,1,0,1
2021-02-01,Konzert SQ UrWurzu,1,0,1
2021-01-25,Chronique d une amputation,1,0,1
2020-11-21,Passages,1,0,1
2021-01-01,È casa mia e la coloro come voglio io!,1,0,1
2021-01-12,Les ailes de Patagonie,1,0,1
2021-02-17,Silvio Giobellina; du bob et du bonheur,1,0,1
2021-03-24,Les amoureux du vallon,1,0,1
2021-03-24,Al canto del cucù – Wenn der Kuckuck ruft,1,0,1
2020-11-29,Collection Lockdown - Et si le soleil ne revenait pas ?,1,0,1
2021-03-13,8x15 - Kammgarn Schaffhausen 2012,1,0,1
2021-03-24,Die letzte Chance,1,0,1
2021-03-15,Un autre pain est possible,1,0,1
2021-01-11,Amour; sexe et EMS,1,0,1
2021-01-07,Cuntrasts - Films dal mintgadi - Janett; Möckli; Pfister e lur films,1,0,1
2021-01-20,Mozart a Trun - messa en c-mol,1,0,1
2020-12-15,Vieillir musclé,1,0,1
2021-03-09,Waow; les abysses d’une légende,1,0,1
2021-02-17,8x15 dal Palazzo a Cuira,1,0,1
2021-03-23,L era della pappa pronta,1,0,1
2021-01-05,Konzert The High Horse,1,0,1
2021-02-09,L Everest di Nicole,1,0,1
2020-11-20,8x15 - Kammgarn Schaffhausen 2017,1,0,1
2021-01-20,Quand les assurances sociales vous lâchent,1,0,1
2021-02-27,Attention; un pétard peut en cacher un autre,1,0,1
2021-01-24,8x15 - BScene Festival Basel 2017,1,0,1
2020-12-24,Beethoven - Sinfonia n. 6,1,0,1
2020-11-20,Violences; la parole aux femmes,1,0,1
2020-11-27,Cuntrasts - Made in China,1,0,1
2021-02-06,Die Wahrheit hinter der Bewegung – warum Sport so wichtig ist,1,0,1
2021-02-25,Unser Mitbürger Christian Caduff,1,0,1
2021-02-13,L eau; l encre et l origine,1,0,1
2021-01-12,Ghiaccio fuso,1,0,1
2020-12-23,Proches aidants; pour le meilleur et pour le pire,1,0,1
2021-01-30,Un barbiere a Lugano,1,0,1
2020-11-15,Contrats de travail; voici le temps de la précarité,1,0,1
2020-11-24,Le business du sang,1,0,1
2021-03-21,La scienza della birra,1,0,1
2020-12-22,66; les gardiens de la route,1,0,1
2020-11-23,Cuntrasts - Lana - ina fibra natirala che vegn rescuvrida,1,0,1
2021-01-06,Una valle allo specchio,1,0,1
2020-10-21,Quartier des banques,1,0,1
2020-12-07,Papa est au chômage,1,0,1
2021-02-09,Nos archives secrètes,1,0,1
2021-02-07,Living mountains,1,0,1
2021-01-12,Le Ceneri del lavoro,1,0,1
2021-02-22,Sportifs suisses; la fin de l Omerta,1,0,1
2021-03-14,Infirmières à coeur ouvert,1,0,1
2021-01-18,Beethoven - Concerto per pianoforte n. 2,1,0,1
2021-02-05,La viande; une affaire d étiquette,1,0,1
2021-01-28,Les bébés volés du Sri Lanka; un scandale suisse,1,0,1
2021-03-02,Al centro la montagna,1,0,1
2021-01-28,La viande; une affaire d étiquette,1,0,1
2021-01-01,Cuntrasts - Nossa chasa,1,0,1
2021-03-10,Iruka Muzungu,1,0,1
2020-11-14,La fureur de voir,1,0,1
2021-03-16,Nel nome della fertilità,1,0,1
2021-03-05,8x15 - D!Club Lausanne,1,0,1
2021-02-18,Iruka Muzungu,1,0,1
2020-12-09,Una valle allo specchio,1,0,1
2021-02-05,Dall inferno al paradiso,1,0,1
2021-02-20,«8x15.» aus dem Eisenwerk Frauenfeld 2019,1,0,1
2021-01-20,Collection Lockdown - Lockdown,1,0,1
2020-11-21,Remarcher malgré une paralysie ?,1,0,1
2021-03-04,La tasca di Dio,1,0,1
2021-02-16,Foot amateur; la guerre des talus,1,0,1
2021-03-10,Trend Gentests: Orakeln im Erbgut,1,0,1
2020-11-24,Je suis la Fête des Vignerons,1,0,1
2020-12-09,Montessori en EMS,1,0,1
2021-01-30,L interview de Benoît Aymon,1,0,1
2021-02-15,Die Rigischule,1,0,1
2021-01-28,SOS maladies inflammatoires de l intestin,1,0,1
2021-03-05,Cronofobia,1,0,1
2021-02-02,Iruka Muzungu,1,0,1
2021-02-12,Guarirò senza chemio,1,0,1
2021-03-19,Doktor Jack,1,0,1
2021-03-17,Le passioni di Charlotte,1,0,1
2020-12-19,«8x15.» aus dem Eisenwerk Frauenfeld 2019,1,0,1
2021-02-10,Einstein - Was tun gegen das digitale Vergessen?,1,0,1
2021-02-07,Un air de drapeau,1,0,1
2021-02-11,Cuntrasts - La crusch cun l amur,1,0,1
2020-11-20,Collection Lockdown - Amen,1,0,1
2021-01-28,A l école des Philosophes,1,0,1
2020-12-08,Voyage au pays des guérisseurs romands,1,0,1
2021-03-25,Viehjud Levi,1,0,1
2021-01-21,Les années de Pèlerinage - Deuxième année (Italie),1,0,1
2021-02-01,Bastarde,1,0,1
2021-03-24,I frontalieri della spesa,1,0,1
2021-02-24,D’arc et de flèche,1,0,1
2021-03-06,Cuntrasts - Per via cun art - in purtret da Sara Hermann,1,0,1
2020-12-11,Cyber coach,1,0,1
2021-03-23,Via Spluga tra storia e turismo,1,0,1
2020-12-20,Il signore di Quyllurit i,1,0,1
2021-02-12,I avicc in dal sangh - Le api nel sangue,1,0,1
2021-02-06,The Sound of Insects,1,0,1
2021-03-22,Le stagioni della Poya,1,0,1
2021-03-11,Stress – wie schädlich er tatsächlich ist,1,0,1
2020-12-30,Méditation pleine conscience : plus qu une mode ?,1,0,1
2020-12-17,Beethoven - Sinfonia n. 6,1,0,1
2020-11-17,Çohu - Steh auf!,1,0,1
2021-01-04,Je retourne chez ma mère,1,0,1
2021-03-09,Collection Lockdown (2nd Wave) - Peste et Corona,1,0,1
2021-01-13,Animali fantastici e come addestrarli,1,0,1
2021-03-12,Biodiversität in Gefahr – Was tun?,1,0,1
2021-03-14,Einstein - Epigenetik – Sind wir Gene oder Umwelt?,1,0,1
2021-03-18,Kinder im Netz,1,0,1
2021-03-06,Biodiversität in Gefahr – Was tun?,1,0,1
2021-01-27,L Everest di Nicole,1,0,1
2020-11-08,Contrats de travail; voici le temps de la précarité,1,0,1
2021-02-28,Die Bestatterinnen,1,0,1
2020-12-24,Méditation pleine conscience : plus qu une mode ?,1,0,1
2020-11-18,Remarcher malgré une paralysie ?,1,0,1
2021-02-08,Demain; je change de métier,1,0,1
2021-02-12,Accoucher sans violences,1,0,1
2021-01-02,Brainstorm,1,0,1
2020-12-12,Coopératives d habitants; plus belle la vie,1,0,1
2020-12-28,Violino... ai funghi,1,0,1
2021-02-18,Une vie de jeune en psychiatrie,1,0,1
2021-01-18,La doppia vita di Gucci,1,0,1
2021-01-21,La Svizzera sull acqua,1,0,1
2021-01-12,Ticino Trail: Bellinzona - San Gottardo (2a parte),1,0,1
2021-01-25,Schweizer Erfolgsgeschichten,1,0,1
2020-11-21,Frauen kämpfen für ihr Recht,1,0,1
2021-03-04,Hörprobleme - die Krankheit unseres Jahrhunderts?,1,0,1
2020-10-27,The Quintetto Bislacco playing in Soazza,1,0,1
2021-01-20,Cuntrasts - Dispers – RumantschAs en la Bassa,1,0,1
2020-11-22,Ciao Sciur Dutur,1,0,1
2021-03-23,Digiunare è meglio,1,0,1
2021-03-12,Appenzell; les esprits du Nouvel an,1,0,1
2020-12-09,«8x15.» aus dem Eisenwerk Frauenfeld 2019,1,0,1
2021-03-16,Ghiaccio fuso,1,0,1
2021-01-19,Ghiaccio fuso,1,0,1
2021-01-29,Giftmüll: Das toxische Erbe,1,0,1
2021-01-19,Collection Lockdown - Dass niemand weiss,1,0,1
2020-12-22,Cuntrasts - La crusch cun l amur,1,0,1
2021-01-03,Malati di sonno,1,0,1
2020-12-25,L honneur perdu de l AI,1,0,1
2021-01-21,Chronique d une amputation,1,0,1
2021-03-21,Benvenuti a Losone,1,0,1
2021-03-19,G4: una cresta tra passato e guerra,1,0,1
2020-12-24,Cuntrasts - Medis da chasa,1,0,1
2021-01-04,Figli? No; grazie,1,0,1
2021-02-20,Adesso basta... cambio vita!,1,0,1
2021-01-22,Bastarde,1,0,1
2020-12-01,Il mio nome è John Titor e vengo dal 2036,1,0,1
2021-03-10,Explosion des maladies respiratoires : détecter les premiers signes!,1,0,1
2021-01-21,J ai testé l ayahuasca,1,0,1
2020-12-21,Mon médecin est un employé Migros,1,0,1
2020-12-24,Mon patron est chinois,1,0,1
2021-03-21,Die letzte Chance,1,0,1
2020-11-30,8x15. - Nordportal Baden 2018,1,0,1
2020-12-23,Un autostrada per le biciclette,1,0,1
